item,campo_origem,campo_sql,tipo_dado,app_sales_brasil_sn,campo_looker_bq,status_implementacao,prioridade_implantacao,calculo_bq_final,create_view_select_expr,prompt_ia_base,criterios_avaliacao_ia,gates_governanca_aplicados,saida_json_esperada_ia,fonte_regra_codigo,tem_prompt_open_literal,tem_prompt_closed_literal,resumo_regras_ouro_open,resumo_json_open,resumo_json_closed,validado_bq_sn,validado_app_headers_sn,app_sales_validado_sn,evidencia_validacao
167,phase,filtro_phase,STRING,S,filtro_phase,PRONTO,MEDIA,CAST(src.`filtro_phase` AS STRING),CAST(src.`filtro_phase` AS STRING) AS `filtro_phase`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
168,billing_city,filtro_billing_city,STRING,S,filtro_billing_city,PRONTO,MEDIA,CAST(src.`filtro_billing_city` AS STRING),CAST(src.`filtro_billing_city` AS STRING) AS `filtro_billing_city`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
169,billing_state,filtro_billing_state,STRING,S,filtro_billing_state,PRONTO,MEDIA,CAST(src.`filtro_billing_state` AS STRING),CAST(src.`filtro_billing_state` AS STRING) AS `filtro_billing_state`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
170,vertical_ia,filtro_vertical_ia,STRING,S,filtro_vertical_ia,PRONTO,MEDIA,CAST(src.`filtro_vertical_ia` AS STRING),CAST(src.`filtro_vertical_ia` AS STRING) AS `filtro_vertical_ia`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
171,sub_vertical_ia,filtro_sub_vertical_ia,STRING,S,filtro_sub_vertical_ia,PRONTO,MEDIA,CAST(src.`filtro_sub_vertical_ia` AS STRING),CAST(src.`filtro_sub_vertical_ia` AS STRING) AS `filtro_sub_vertical_ia`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
172,sub_sub_vertical_ia,filtro_sub_sub_vertical_ia,STRING,S,filtro_sub_sub_vertical_ia,PRONTO,MEDIA,CAST(src.`filtro_sub_sub_vertical_ia` AS STRING),CAST(src.`filtro_sub_sub_vertical_ia` AS STRING) AS `filtro_sub_sub_vertical_ia`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
173,subsegmento_mercado,filtro_subsegmento_mercado,STRING,S,filtro_subsegmento_mercado,PRONTO,MEDIA,CAST(src.`filtro_subsegmento_mercado` AS STRING),CAST(src.`filtro_subsegmento_mercado` AS STRING) AS `filtro_subsegmento_mercado`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
174,segmento_consolidado,filtro_segmento_consolidado,STRING,S,filtro_segmento_consolidado,PRONTO,MEDIA,CAST(src.`filtro_segmento_consolidado` AS STRING),CAST(src.`filtro_segmento_consolidado` AS STRING) AS `filtro_segmento_consolidado`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
175,portfolio,filtro_portfolio,STRING,S,filtro_portfolio,PRONTO,MEDIA,CAST(src.`filtro_portfolio` AS STRING),CAST(src.`filtro_portfolio` AS STRING) AS `filtro_portfolio`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
176,portfolio_fdm,filtro_portfolio_fdm,STRING,S,filtro_portfolio_fdm,PRONTO,MEDIA,CAST(src.`filtro_portfolio_fdm` AS STRING),CAST(src.`filtro_portfolio_fdm` AS STRING) AS `filtro_portfolio_fdm`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
177,year,filtro_year,STRING,S,filtro_year,PRONTO,MEDIA,CAST(src.`filtro_year` AS STRING),CAST(src.`filtro_year` AS STRING) AS `filtro_year`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
178,quarter,filtro_quarter,STRING,S,filtro_quarter,PRONTO,MEDIA,CAST(src.`filtro_quarter` AS STRING),CAST(src.`filtro_quarter` AS STRING) AS `filtro_quarter`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
179,month,filtro_month,STRING,S,filtro_month,PRONTO,MEDIA,CAST(src.`filtro_month` AS STRING),CAST(src.`filtro_month` AS STRING) AS `filtro_month`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
180,date_start,filtro_date_start,STRING,S,filtro_date_start,PRONTO,MEDIA,CAST(src.`filtro_date_start` AS STRING),CAST(src.`filtro_date_start` AS STRING) AS `filtro_date_start`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
181,date_end,filtro_date_end,STRING,S,filtro_date_end,PRONTO,MEDIA,CAST(src.`filtro_date_end` AS STRING),CAST(src.`filtro_date_end` AS STRING) AS `filtro_date_end`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
182,seller,filtro_seller,STRING,S,filtro_seller,PRONTO,MEDIA,CAST(src.`filtro_seller` AS STRING),CAST(src.`filtro_seller` AS STRING) AS `filtro_seller`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
183,status_pagamento,filtro_status_pagamento,STRING,S,filtro_status_pagamento,PRONTO,MEDIA,CAST(src.`filtro_status_pagamento` AS STRING),CAST(src.`filtro_status_pagamento` AS STRING) AS `filtro_status_pagamento`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
184,produto,filtro_produto,STRING,S,filtro_produto,PRONTO,MEDIA,CAST(src.`filtro_produto` AS STRING),CAST(src.`filtro_produto` AS STRING) AS `filtro_produto`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
185,tipo_oportunidade_line,filtro_tipo_oportunidade_line,STRING,S,filtro_tipo_oportunidade_line,PRONTO,MEDIA,CAST(src.`filtro_tipo_oportunidade_line` AS STRING),CAST(src.`filtro_tipo_oportunidade_line` AS STRING) AS `filtro_tipo_oportunidade_line`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
186,segmento,filtro_segmento,STRING,S,filtro_segmento,PRONTO,MEDIA,CAST(src.`filtro_segmento` AS STRING),CAST(src.`filtro_segmento` AS STRING) AS `filtro_segmento`,Derivado da classificação IA estruturada; não é pergunta isolada ao modelo.,"Campos de filtro IA derivados da saída estruturada da análise (vertical/sub_vertical/sub_sub_vertical e variações). Devem ser consistentes com categoria/labels e usados para segmentação no ""looker"" interno.","Consistência com labels, forecast e taxonomia comercial.","{vertical_ia, sub_vertical_ia, sub_sub_vertical_ia, filtro_vertical_ia, filtro_sub_vertical_ia, filtro_sub_sub_vertical_ia}",appscript/ShareCode.gs:normalização pós-resposta IA + filtros frontend,N,N,N/A,N/A,N/A,N,N,N,SEM_EVIDENCIA
