item,campo_origem,campo_sql,tipo_dado,caracteristica_dado,descricao_funcional,calculo_sheets_as_is,calculo_bq_to_be_original,calculo_bq_final,tipo_calculo_bq,bq_alias_origem,bq_coluna_resultado,compliance_sn,datalake_xertica_sn,app_sales_brasil_sn,campo_looker_bq,status_implementacao,prioridade_implantacao,risco,observacoes_negocio,dataset_referencia,tabela_referencia,create_view_select_expr,prompt_ia_base,criterios_avaliacao_ia,gates_governanca_aplicados,saida_json_esperada_ia,fonte_regra_codigo,prompt_open_literal_completo,prompt_closed_literal_completo,regras_ouro_open_literal,json_schema_open_literal,json_schema_closed_literal,validado_bq_sn,validado_app_headers_sn,app_sales_validado_sn,evidencia_validacao
102,Gross,gross,STRING,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,CAST(src.`gross` AS STRING),DIRECT,src,gross,N,N,S,gross,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,CAST(src.`gross` AS STRING) AS `gross`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
103,Net,net,STRING,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,CAST(src.`net` AS STRING),DIRECT,src,net,N,N,S,net,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,CAST(src.`net` AS STRING) AS `net`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
104,Fase Atual,etapa_analise,STRING,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,CAST(src.`etapa_analise` AS STRING),DIRECT,src,etapa_analise,N,N,N,etapa_analise,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,CAST(src.`etapa_analise` AS STRING) AS `etapa_analise`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,S,N,APP_HEADERS
105,Forecast SF,forecast_sf,STRING,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,CAST(src.`forecast_sf` AS STRING),DIRECT,src,forecast_sf,N,N,S,forecast_sf,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,CAST(src.`forecast_sf` AS STRING) AS `forecast_sf`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
106,Fiscal Q,fiscal_q_analise,STRING,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,CAST(src.`fiscal_q_analise` AS STRING),DIRECT,src,fiscal_q_analise,N,N,N,fiscal_q_analise,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,CAST(src.`fiscal_q_analise` AS STRING) AS `fiscal_q_analise`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,S,N,APP_HEADERS
107,Data Prevista,data_prevista_analise,STRING,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,CAST(src.`data_prevista_analise` AS STRING),DIRECT,src,data_prevista_analise,N,N,N,data_prevista_analise,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,CAST(src.`data_prevista_analise` AS STRING) AS `data_prevista_analise`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,S,N,APP_HEADERS
108,Data de criação,data_criacao_analise,STRING,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,CAST(src.`data_criacao_analise` AS STRING),DIRECT,src,data_criacao_analise,N,N,N,data_criacao_analise,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,CAST(src.`data_criacao_analise` AS STRING) AS `data_criacao_analise`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N,S,N,APP_HEADERS
109,Ciclo (dias),ciclo_dias,NUMERIC,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,SAFE_CAST(src.`ciclo_dias` AS NUMERIC),DIRECT,src,ciclo_dias,N,N,S,ciclo_dias,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,SAFE_CAST(src.`ciclo_dias` AS NUMERIC) AS `ciclo_dias`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
110,Dias Funil,dias_funil,NUMERIC,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,SAFE_CAST(src.`dias_funil` AS NUMERIC),DIRECT,src,dias_funil,N,N,S,dias_funil,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,SAFE_CAST(src.`dias_funil` AS NUMERIC) AS `dias_funil`,Variáveis de contexto de governança enviadas ao prompt OPEN/CLOSED.,"Critérios de governança operacional: estagnação, incoerências, idle, tempo de funil, mudanças de fase/data, Deal Desk, governo e velocity para suporte da auditoria e priorização tática.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.",N/A (campo de suporte para decisão e gates),"appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)",N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
111,Atividades,atividades,NUMERIC,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,SAFE_CAST(src.`atividades` AS NUMERIC),DIRECT,src,atividades,N,N,S,atividades,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,SAFE_CAST(src.`atividades` AS NUMERIC) AS `atividades`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
112,Atividades (Peso),atividades_peso,NUMERIC,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,SAFE_CAST(src.`atividades_peso` AS NUMERIC),DIRECT,src,atividades_peso,N,N,S,atividades_peso,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,SAFE_CAST(src.`atividades_peso` AS NUMERIC) AS `atividades_peso`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
113,Mix Atividades,mix_atividades,NUMERIC,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,SAFE_CAST(src.`mix_atividades` AS NUMERIC),DIRECT,src,mix_atividades,N,N,S,mix_atividades,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,SAFE_CAST(src.`mix_atividades` AS NUMERIC) AS `mix_atividades`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
114,Idle (Dias),idle_dias,NUMERIC,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,SAFE_CAST(src.`idle_dias` AS NUMERIC),DIRECT,src,idle_dias,N,N,S,idle_dias,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,SAFE_CAST(src.`idle_dias` AS NUMERIC) AS `idle_dias`,Variáveis de contexto de governança enviadas ao prompt OPEN/CLOSED.,"Critérios de governança operacional: estagnação, incoerências, idle, tempo de funil, mudanças de fase/data, Deal Desk, governo e velocity para suporte da auditoria e priorização tática.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.",N/A (campo de suporte para decisão e gates),"appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)",N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
115,Qualidade Engajamento,qualidade_engajamento,STRING,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,CAST(src.`qualidade_engajamento` AS STRING),DIRECT,src,qualidade_engajamento,N,N,S,qualidade_engajamento,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,CAST(src.`qualidade_engajamento` AS STRING) AS `qualidade_engajamento`,N/A (campo base de dados; usado indiretamente no contexto analítico quando aplicável).,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,S,S,S,BQ|APP_HEADERS
116,Forecast IA,forecast_ia,STRING,Derivado App IA,Campo gerado na camada de análise IA/forecast do App Sales Brasil.,Gerado pelo motor de análise (Apps Script).,Derivado do output de análise IA (normalizado no BQ).,CAST(src.`forecast_ia` AS STRING),DIRECT,src,forecast_ia,N,N,S,forecast_ia,PRONTO,MEDIA,Medio,Campo adicional mapeado do app (IA/forecast/análise).,operaciones-br.sales_intelligence,pipeline,CAST(src.`forecast_ia` AS STRING) AS `forecast_ia`,"getOpenPrompt: ""Atue como VP de Sales Operations. Audite este deal para Forecast"" + ""REGRA ANTI-ALUCINACAO: Não invente datas, números, fatos ou marcos"" + contexto de deal, atividades, MEDDIC/BANT, personas, velocity e governança.","Regras de Ouro (1-15): gate crítico limita confiança; incoerência Next Step reduz confiança; personas ausentes (>14d) label; gaps MEDDIC/BANT rebaixam qualificação; Deal Desk obrigatório sem evidência => ação CHECAR-DEAL-DESK; incoerência fase/dados => AUDITORIA-CRM; governo exige marcos; ação obrigatória entre códigos permitidos; tier de confiança por tipo+inatividade; qualidade de engajamento obrigatória; regras de ocultação de maturidade, falso engajamento, efeito halo e estagnação de funil.","checkInactivityGate + validações de inconsistência (fase x atividade, probabilidade x fase, close date vencida, valores inconsistentes, opp antiga sem evolução, múltiplas mudanças de close date, produtos ausentes), Deal Desk obrigatório (alto valor/serviço), detecção de governo, estagnação e pipeline inflation.","{forecast_cat, confianca, motivo_confianca, justificativa, engagement_quality, acao_code, acao_desc, check_incoerencia, perguntas_auditoria, gaps_identificados[], risco_principal, evidencia_citada, personas_assessment, labels[]}","appscript/ShareCode.gs:getOpenPrompt|checkInactivityGate|validateNextStepConsistency|computeDealAdjustments_|appscript/SheetCode.gs:governance rules (deal desk, inconsistências, estagnação, pipeline inflation, low win rate)","Atue como VP de Sales Operations. Audite este deal para Forecast.
DADOS:
${baseData}

REGRAS DE OURO (estritas):
1) Se houver ""GATE CRÍTICO ACIONADO"" no Gate de Inatividade, CONFIANÇA = máximo 40 e AÇÃO = AUDITORIA-CRM.
2) Se houver ""INCONERENCIA"" na validação de Próximo Passo com Risk Level ""CRITICAL"", CONFIANÇA máximo 35.
3) Se Champion OU Economic Buyer forem ""Não identificado"" E Inatividade > 14 dias, adicione label ""PERSONAS-AUSENTES"".
4) Se MEDDIC tiver mais de 3 gaps OU BANT tiver mais de 2 gaps, classifique como ""BAIXA qualificação"".
5) Se houver ""DEAL DESK OBRIGATORIO"" e NÃO houver evidência de aprovação (pricing/financeiro/deal desk), AÇÃO = CHECAR-DEAL-DESK.
6) Se houver ""INCOERENCIA FASE x DADOS"" ou ALERTA INCOERÊNCIA != OK, reduza CONFIANÇA e AÇÃO = AUDITORIA-CRM.
7) Se a descrição for vaga/curta (ex.: ""follow up""), marque label ""BANT AUSENTE"".
8) Se for GOVERNO e houver marcos (ETP/TR/EDITAL/PNCP/ARP etc.), NÃO penalize apenas por idle; exija evidência do próximo marco.
9) AÇÃO: NUNCA use ""GENERICO"". Escolha exatamente uma:
[AUDITORIA-CRM, VALIDAR-DATA, AUMENTAR-CADENCIA, CHECAR-DEAL-DESK, REQUALIFICAR, FECHAMENTO-IMEDIATO, ENCERRAR-INATIVO]
10) TIER MATRIX — PISO DE CONFIANÇA CALCULADO PELO MOTOR = ${adj.floorConf}%:
    Tipo         | Base | 🟢<15d | 🟡15-29d | 🟠30-59d | 🔴60-89d | 💀≥90d
    Renovação/TT |  75  |   75   |    70    |    65    |    55    |    45
    Adicional/UP |  70  |   70   |    65    |    60    |    50    |    40
    Nova acq.    |  55  |   55   |    45    |    35    |    25    |    15
    → Este deal: tipo ""${adj.dealTier}"" × inatividade ""${adj.idleLabel}"" → PISO = ${adj.floorConf}%.
    → Se cliente existente: confiança NÃO deve cair abaixo de ${adj.floorConf}% sem evidência concreta de CHURN. A justificativa DEVE mencionar a facilidade inerente.
    → Se Nova aquisição: aplique penalidade progressiva por inatividade; descubra por que o deal está parado.
11) QUALIDADE ENGAJAMENTO (REGRA ESTRITA): Se o campo INATIVO (Idle Days) for maior que 30 dias, o campo engagement_quality DEVE ser obrigatoriamente ""BAIXA"", independentemente do volume passado de atividades. Engajamento antigo não conta como engajamento ativo.
12) OCULTAÇÃO DE MATURIDADE: Se ALERTA OCULTACAO MATURIDADE != 'OK', o campo check_incoerencia DEVE conter exatamente ""Sinal forte de Ocultação de Maturidade. Oportunidade retida em fase inicial, mas com maturidade e engajamento de fase de fecho."" e a label ""OCULTACAO-MATURIDADE"" DEVE ser adicionada. Além disso, eleve o Forecast IA para COMMIT ou UPSIDE conforme o score de confiança calculado — não respeite a fase declarada pelo vendedor.
13) FALSO ENGAJAMENTO (DECISOR AUSENTE): Se ALERTA FALSO ENGAJAMENTO (DECISOR AUSENTE) != 'OK', a primeira frase do risco_principal (antes mesmo da regra de Velocity) DEVE ser: ""👻 FALSO ENGAJAMENTO: [nome(s)] ausente(s) nas últimas interações — risco de Happy Ears. A equipe técnica está engajada mas o(s) decisor(es) estão ausentes."" e a label ""FALSO-ENGAJAMENTO"" DEVE ser adicionada.
14) EFEITO HALO: Se ALERTA EFEITO HALO != 'OK', NÃO aplique penalidade de inatividade a esta oportunidade. A conta está ativa (atividade recente em negócios paralelos no CRM). Mantenha a confiança no piso mínimo do tier (${adj.floorConf}%) e mencione o efeito halo na justificativa.
15) ESTAGNAÇÃO DE FUNIL: Se ALERTA ESTAGNAÇÃO FUNIL != 'OK', penalize a confiança em pelo menos 10 pontos adicionais, adicione a label ""ESTAGNACAO-FUNIL"" e mencione explicitamente no risco_principal que o deal está preso na mesma fase há muitos dias apesar do volume de atividades — questiona se o engajamento está convertendo em avanço real de fase.

ESCALA DE CONFIANÇA (0-100):
- 0-20: Muito baixa (múltiplos bloqueadores críticos, alta chance de perda)
- 21-40: Baixa (bloqueadores significativos, qualificação fraca, anomalias de inatividade)
- 41-60: Moderada (alguns riscos, mas viável com ação)
- 61-80: Alta (bem qualificado, poucos riscos)
- 81-100: Muito alta (evidências fortes, caminho claro para fechamento)

AVALIE A QUALIDADE DO ENGAJAMENTO:
Com base no conteúdo das atividades, classifique a qualidade como:
- 'ALTA': conversas sobre próximos passos, valor, objeções, reuniões executivas, apresentações
- 'MÉDIA': follow-ups genéricos, registros de contato, e-mails de acompanhamento
- 'BAIXA': sem conteúdo relevante, comentários vazios, apenas registros automáticos

RETORNE APENAS JSON (sem markdown):
{
  ""forecast_cat"": ""COMMIT|UPSIDE|PIPELINE"",
  ""confianca"": 50,
  ""motivo_confianca"": ""TL;DR EXECUTIVO: máximo 15 palavras apontando o FATOR LETAL. Exemplos: 'Inatividade 60d e decisor não mapeado.' | 'Renovação orgânica, atrito baixo, cliente ativo.' | '5 slippages e fase estagnada há 90 dias.' NÃO repita a justificativa detalhada aqui."",
  ""justificativa"": ""DOSSIÊ: Análise técnica densa (3-5 frases) cobrindo: (1) score de confiança e category, (2) fase + tempo no funil vs prazo, (3) maturidade MEDDIC/BANT com evidências concretas, (4) qualidade e recorrência do engajamento, (5) principal fator de risco ou avanço. NÃO seja uma repetição do motivo_confianca."",
  ""engagement_quality"": ""BAIXA|MÉDIA|ALTA"",
  ""acao_code"": """",
  ""acao_desc"": ""Instrução tática baseada em evidências."",
  ""check_incoerencia"": ""OK ou explicação detalhada"",
  ""perguntas_auditoria"": ""Gere 3 perguntas INCISIVAS e AGRESSIVAS para o gestor usar no 1:1 com o vendedor. REGRA 1: Se 'Mudanças Close Date' > 2, PELO MENOS UMA das perguntas deve confrontar o slippage diretamente (ex: 'Você alterou a data de fechamento X vezes — o que exatamente está travando a assinatura?'). REGRA 2: Se houver 'Anomalias Detectadas' diferentes de OK/-, ao menos uma pergunta deve referenciar a anomalia específica. REGRA 3: Se o deal estiver em fase 'Negociação' ou 'Deal Desk', NÃO faça perguntas genéricas de BANT; foque no que está travando o fechamento."",
  ""gaps_identificados"": [""Gap 1"", ""Gap 2""],
  ""risco_principal"": ""Se Velocity for DESACELERANDO ou ESTAGNADO, começa obrigatoriamente com '🔴 VELOCITY [predição]: [causa]'. Senão, descreva o maior risco com base em evidências."",
  ""evidencia_citada"": ""Trecho específico que suportou a decisão"",
  ""personas_assessment"": ""Avaliação da qualidade de personas identificadas"",
  ""labels"": [""TAG1"", ""TAG2""]
}",N/A,"REGRAS DE OURO (estritas):
1) Se houver ""GATE CRÍTICO ACIONADO"" no Gate de Inatividade, CONFIANÇA = máximo 40 e AÇÃO = AUDITORIA-CRM.
2) Se houver ""INCONERENCIA"" na validação de Próximo Passo com Risk Level ""CRITICAL"", CONFIANÇA máximo 35.
3) Se Champion OU Economic Buyer forem ""Não identificado"" E Inatividade > 14 dias, adicione label ""PERSONAS-AUSENTES"".
4) Se MEDDIC tiver mais de 3 gaps OU BANT tiver mais de 2 gaps, classifique como ""BAIXA qualificação"".
5) Se houver ""DEAL DESK OBRIGATORIO"" e NÃO houver evidência de aprovação (pricing/financeiro/deal desk), AÇÃO = CHECAR-DEAL-DESK.
6) Se houver ""INCOERENCIA FASE x DADOS"" ou ALERTA INCOERÊNCIA != OK, reduza CONFIANÇA e AÇÃO = AUDITORIA-CRM.
7) Se a descrição for vaga/curta (ex.: ""follow up""), marque label ""BANT AUSENTE"".
8) Se for GOVERNO e houver marcos (ETP/TR/EDITAL/PNCP/ARP etc.), NÃO penalize apenas por idle; exija evidência do próximo marco.
9) AÇÃO: NUNCA use ""GENERICO"". Escolha exatamente uma:
[AUDITORIA-CRM, VALIDAR-DATA, AUMENTAR-CADENCIA, CHECAR-DEAL-DESK, REQUALIFICAR, FECHAMENTO-IMEDIATO, ENCERRAR-INATIVO]
10) TIER MATRIX — PISO DE CONFIANÇA CALCULADO PELO MOTOR = ${adj.floorConf}%:
    Tipo         | Base | 🟢<15d | 🟡15-29d | 🟠30-59d | 🔴60-89d | 💀≥90d
    Renovação/TT |  75  |   75   |    70    |    65    |    55    |    45
    Adicional/UP |  70  |   70   |    65    |    60    |    50    |    40
    Nova acq.    |  55  |   55   |    45    |    35    |    25    |    15
    → Este deal: tipo ""${adj.dealTier}"" × inatividade ""${adj.idleLabel}"" → PISO = ${adj.floorConf}%.
    → Se cliente existente: confiança NÃO deve cair abaixo de ${adj.floorConf}% sem evidência concreta de CHURN. A justificativa DEVE mencionar a facilidade inerente.
    → Se Nova aquisição: aplique penalidade progressiva por inatividade; descubra por que o deal está parado.
11) QUALIDADE ENGAJAMENTO (REGRA ESTRITA): Se o campo INATIVO (Idle Days) for maior que 30 dias, o campo engagement_quality DEVE ser obrigatoriamente ""BAIXA"", independentemente do volume passado de atividades. Engajamento antigo não conta como engajamento ativo.
12) OCULTAÇÃO DE MATURIDADE: Se ALERTA OCULTACAO MATURIDADE != 'OK', o campo check_incoerencia DEVE conter exatamente ""Sinal forte de Ocultação de Maturidade. Oportunidade retida em fase inicial, mas com maturidade e engajamento de fase de fecho."" e a label ""OCULTACAO-MATURIDADE"" DEVE ser adicionada. Além disso, eleve o Forecast IA para COMMIT ou UPSIDE conforme o score de confiança calculado — não respeite a fase declarada pelo vendedor.
13) FALSO ENGAJAMENTO (DECISOR AUSENTE): Se ALERTA FALSO ENGAJAMENTO (DECISOR AUSENTE) != 'OK', a primeira frase do risco_principal (antes mesmo da regra de Velocity) DEVE ser: ""👻 FALSO ENGAJAMENTO: [nome(s)] ausente(s) nas últimas interações — risco de Happy Ears. A equipe técnica está engajada mas o(s) decisor(es) estão ausentes."" e a label ""FALSO-ENGAJAMENTO"" DEVE ser adicionada.
14) EFEITO HALO: Se ALERTA EFEITO HALO != 'OK', NÃO aplique penalidade de inatividade a esta oportunidade. A conta está ativa (atividade recente em negócios paralelos no CRM). Mantenha a confiança no piso mínimo do tier (${adj.floorConf}%) e mencione o efeito halo na justificativa.
15) ESTAGNAÇÃO DE FUNIL: Se ALERTA ESTAGNAÇÃO FUNIL != 'OK', penalize a confiança em pelo menos 10 pontos adicionais, adicione a label ""ESTAGNACAO-FUNIL"" e mencione explicitamente no risco_principal que o deal está preso na mesma fase há muitos dias apesar do volume de atividades — questiona se o engajamento está convertendo em avanço real de fase.","{
  ""forecast_cat"": ""COMMIT|UPSIDE|PIPELINE"",
  ""confianca"": 50,
  ""motivo_confianca"": ""TL;DR EXECUTIVO: máximo 15 palavras apontando o FATOR LETAL. Exemplos: 'Inatividade 60d e decisor não mapeado.' | 'Renovação orgânica, atrito baixo, cliente ativo.' | '5 slippages e fase estagnada há 90 dias.' NÃO repita a justificativa detalhada aqui."",
  ""justificativa"": ""DOSSIÊ: Análise técnica densa (3-5 frases) cobrindo: (1) score de confiança e category, (2) fase + tempo no funil vs prazo, (3) maturidade MEDDIC/BANT com evidências concretas, (4) qualidade e recorrência do engajamento, (5) principal fator de risco ou avanço. NÃO seja uma repetição do motivo_confianca."",
  ""engagement_quality"": ""BAIXA|MÉDIA|ALTA"",
  ""acao_code"": """",
  ""acao_desc"": ""Instrução tática baseada em evidências."",
  ""check_incoerencia"": ""OK ou explicação detalhada"",
  ""perguntas_auditoria"": ""Gere 3 perguntas INCISIVAS e AGRESSIVAS para o gestor usar no 1:1 com o vendedor. REGRA 1: Se 'Mudanças Close Date' > 2, PELO MENOS UMA das perguntas deve confrontar o slippage diretamente (ex: 'Você alterou a data de fechamento X vezes — o que exatamente está travando a assinatura?'). REGRA 2: Se houver 'Anomalias Detectadas' diferentes de OK/-, ao menos uma pergunta deve referenciar a anomalia específica. REGRA 3: Se o deal estiver em fase 'Negociação' ou 'Deal Desk', NÃO faça perguntas genéricas de BANT; foque no que está travando o fechamento."",
  ""gaps_identificados"": [""Gap 1"", ""Gap 2""],
  ""risco_principal"": ""Se Velocity for DESACELERANDO ou ESTAGNADO, começa obrigatoriamente com '🔴 VELOCITY [predição]: [causa]'. Senão, descreva o maior risco com base em evidências."",
  ""evidencia_citada"": ""Trecho específico que suportou a decisão"",
  ""personas_assessment"": ""Avaliação da qualidade de personas identificadas"",
  ""labels"": [""TAG1"", ""TAG2""]
}",N/A,S,S,S,BQ|APP_HEADERS
